,,,,,,,,,,,,,Atorvastat,Atorvastat,Atorvastat,Atorvastat,Atorvastat,Atorvastat,Atorvastat,Atorvastat,Lipitor,Lipitor,Lipitor,Lipitor,Lipitor,Lipitor,Lipitor,Lipitor,Atorvastat,Atorvastat,Atorvastat,Atorvastat,Atorvastat,Atorvastat,Atorvastat,Atorvastat,Lipitor,Lipitor,Lipitor,Lipitor,Lipitor,Lipitor,Lipitor,Lipitor,Atorvastat,Atorvastat,Atorvastat,Atorvastat,Atorvastat,Atorvastat,Atorvastat,Atorvastat,Lipitor,Lipitor,Lipitor,Lipitor,Lipitor,Lipitor,Lipitor,Lipitor
,,,,,,,,,,,,,20111,20112,20113,20114,20111,20112,20113,20114,20111,20112,20113,20114,20111,20112,20113,20114,20121,20122,20123,20124,20121,20122,20123,20124,20121,20122,20123,20124,20121,20122,20123,20124,20131,20132,20133,20134,20131,20132,20133,20134,20131,20132,20133,20134,20131,20132,20133,20134
,RecordID,StateCode,LabelerCode,ProductCode,PackageSize,PeriodCovered,FDAListName,UnitsReimbursed,NumberRx,TotalAmountReimbursed,MedicaidAmountReimbursed,Non-MedicaidAmountReimbursed,FFSU,FFSU,FFSU,FFSU,MCOU,MCOU,MCOU,MCOU,FFSU,FFSU,FFSU,FFSU,MCOU,MCOU,MCOU,MCOU,FFSU,FFSU,FFSU,FFSU,MCOU,MCOU,MCOU,MCOU,FFSU,FFSU,FFSU,FFSU,MCOU,MCOU,MCOU,MCOU,FFSU,FFSU,FFSU,FFSU,MCOU,MCOU,MCOU,MCOU,FFSU,FFSU,FFSU,FFSU,MCOU,MCOU,MCOU,MCOU
109171,FFSU,XX,63304,829,90,20123,ATORVASTAT,527000,16125,898536.89,875154.91,23381.98,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109172,FFSU,XX,63304,829,90,20124,ATORVASTAT,482721.5,14947,515175.57,501269.74,13905.83,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230427,MCOU,XX,63304,829,5,20121,ATORVASTAT,180,6,789.1,789.1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
230428,MCOU,XX,63304,829,5,20122,ATORVASTAT,2789,94,9675.34,9675.34,0,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
230429,MCOU,XX,63304,829,5,20123,ATORVASTAT,15960,534,21365.58,21358.58,7,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
230430,MCOU,XX,63304,829,5,20124,ATORVASTAT,27420,910,36828.55,36810.55,18,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
230431,MCOU,XX,63304,829,90,20121,ATORVASTAT,754654.186,25137,3113680.82,3107196.1,6484.72,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
230432,MCOU,XX,63304,829,90,20122,ATORVASTAT,1158168.3,39709,4389646.72,4322952,66694.72,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
230433,MCOU,XX,63304,829,90,20123,ATORVASTAT,1036917.7,34770,1525235.24,1518680.05,6555.19,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
230434,MCOU,XX,63304,829,90,20124,ATORVASTAT,824939,27198,962434.6,958812.15,3622.45,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
109173,FFSU,XX,63304,830,5,20122,ATORVASTAT,60,2,262.33,262.33,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109174,FFSU,XX,63304,830,5,20123,ATORVASTAT,1905,57,3768.7,3732.4,36.3,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109175,FFSU,XX,63304,830,5,20124,ATORVASTAT,3511,105,4418.29,4414.97,3.32,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109176,FFSU,XX,63304,830,90,20121,ATORVASTAT,217088,7211,930456.08,904635.39,25820.69,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109177,FFSU,XX,63304,830,90,20122,ATORVASTAT,225989,7489,871167.67,856979.63,14188.04,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109178,FFSU,XX,63304,830,90,20123,ATORVASTAT,257931,8195,396278.18,387377.49,8900.69,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109179,FFSU,XX,63304,830,90,20124,ATORVASTAT,261106.5,8183,270572.47,263001.98,7570.49,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230435,MCOU,XX,63304,830,5,20122,ATORVASTAT,90,3,405.99,405.99,0,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
230436,MCOU,XX,63304,830,5,20123,ATORVASTAT,6165,202,8721.51,8721.51,0,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
230437,MCOU,XX,63304,830,5,20124,ATORVASTAT,12075,408,15463.67,15463.67,0,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
230438,MCOU,XX,63304,830,90,20121,ATORVASTAT,354773.46,12069,1483446.98,1479672.14,3774.84,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
230439,MCOU,XX,63304,830,90,20122,ATORVASTAT,524857.06,18341,1995851.62,1971383.74,24467.88,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
230440,MCOU,XX,63304,830,90,20123,ATORVASTAT,465858.002,15922,703236.73,699374.67,3862.06,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
230441,MCOU,XX,63304,830,90,20124,ATORVASTAT,391876.001,13292,452585.03,450447.6,2137.43,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
53294,FFSU,XX,781,5381,92,20122,ATORVASTAT,915,27,737.35,698.76,38.59,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53295,FFSU,XX,781,5381,92,20123,ATORVASTAT,18692,526,29551.18,29289.73,261.45,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53296,FFSU,XX,781,5381,92,20124,ATORVASTAT,20443,587,28933.23,28693.81,239.42,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178372,MCOU,XX,781,5381,92,20122,ATORVASTAT,1642,55,3346.36,3327.21,19.15,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
178373,MCOU,XX,781,5381,92,20123,ATORVASTAT,16376,571,15614.1,15403.97,210.13,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
178374,MCOU,XX,781,5381,92,20124,ATORVASTAT,28968,929,22747.05,22404.48,342.57,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
53297,FFSU,XX,781,5382,92,20122,ATORVASTAT,2565,60,5391.96,5195.97,195.99,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53298,FFSU,XX,781,5382,92,20123,ATORVASTAT,24443,705,52224.61,51418.57,806.04,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53299,FFSU,XX,781,5382,92,20124,ATORVASTAT,31179,905,52603.99,51507.51,1096.48,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178375,MCOU,XX,781,5382,92,20122,ATORVASTAT,2595,87,5994.03,5942.56,51.47,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
178376,MCOU,XX,781,5382,92,20123,ATORVASTAT,24543,850,33539.44,33298.51,240.93,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
178377,MCOU,XX,781,5382,92,20124,ATORVASTAT,46030,1476,49356.77,48972.92,383.85,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
53300,FFSU,XX,781,5384,92,20122,ATORVASTAT,1635,45,1990.41,1972.41,18,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53301,FFSU,XX,781,5384,92,20123,ATORVASTAT,23887,669,50119.18,49565.96,553.22,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53302,FFSU,XX,781,5384,92,20124,ATORVASTAT,28351,813,43160.56,42632.94,527.62,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178378,MCOU,XX,781,5384,92,20122,ATORVASTAT,3151,108,7475.37,7451.42,23.95,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
178379,MCOU,XX,781,5384,92,20123,ATORVASTAT,29275,995,37960.09,37521.3,438.79,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
178380,MCOU,XX,781,5384,92,20124,ATORVASTAT,44690,1424,47570.86,47211.49,359.37,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
53314,FFSU,XX,781,5388,92,20122,ATORVASTAT,525,16,993.19,984.19,9,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53315,FFSU,XX,781,5388,92,20123,ATORVASTAT,8319,262,17894.56,17744.43,150.13,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53316,FFSU,XX,781,5388,92,20124,ATORVASTAT,10318,313,15774.3,15528.41,245.89,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178397,MCOU,XX,781,5388,92,20122,ATORVASTAT,1335,45,2730.47,2714.32,16.15,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
178398,MCOU,XX,781,5388,92,20123,ATORVASTAT,11867,425,16552.78,16302.35,250.43,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
178399,MCOU,XX,781,5388,92,20124,ATORVASTAT,18847.15,622,19781.86,19550.03,231.83,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
31047,FFSU,XX,378,2015,5,20122,ATORVASTAT,2121,72,2476.11,2313.37,162.74,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31048,FFSU,XX,378,2015,5,20123,ATORVASTAT,44821,1553,44098.31,42453.4,1644.91,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31049,FFSU,XX,378,2015,5,20124,ATORVASTAT,108884,3733,83665.97,80893.73,2772.24,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31050,FFSU,XX,378,2015,77,20122,ATORVASTAT,4446,143,3463.9,2965.82,498.08,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31051,FFSU,XX,378,2015,77,20123,ATORVASTAT,71134,2392,72929.27,70604.44,2324.83,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31052,FFSU,XX,378,2015,77,20124,ATORVASTAT,160350.5,5152,133143.31,130395.82,2747.49,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157288,MCOU,XX,378,2015,5,20122,ATORVASTAT,2238,76,3410.26,3410.26,0,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
157289,MCOU,XX,378,2015,5,20123,ATORVASTAT,22037,749,17972.78,17910.5,62.28,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
157290,MCOU,XX,378,2015,5,20124,ATORVASTAT,46355,1569,37502.16,37303.18,198.98,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
157291,MCOU,XX,378,2015,77,20122,ATORVASTAT,10987,365,15797.49,15778.99,18.5,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
157292,MCOU,XX,378,2015,77,20123,ATORVASTAT,73920,2493,61665.86,61437.56,228.3,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
157293,MCOU,XX,378,2015,77,20124,ATORVASTAT,161011.032,5381,128457.96,127946.97,510.99,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
31053,FFSU,XX,378,2017,5,20122,ATORVASTAT,2337,80,2804.82,2730.28,74.54,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31054,FFSU,XX,378,2017,5,20123,ATORVASTAT,47062.5,1621,52432.6,50521.41,1911.19,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31055,FFSU,XX,378,2017,5,20124,ATORVASTAT,119666,4113,119988.09,116843.14,3144.95,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31056,FFSU,XX,378,2017,77,20122,ATORVASTAT,5386,177,8314.01,7943.35,370.66,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31057,FFSU,XX,378,2017,77,20123,ATORVASTAT,92241,3076,124013.39,121119.74,2893.65,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31058,FFSU,XX,378,2017,77,20124,ATORVASTAT,233109.5,7393,257189.24,251934.1,5255.14,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157294,MCOU,XX,378,2017,5,20122,ATORVASTAT,2724,92,6280,6279,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
157295,MCOU,XX,378,2017,5,20123,ATORVASTAT,27380,935,29893.6,29875.1,18.5,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
157296,MCOU,XX,378,2017,5,20124,ATORVASTAT,59300,2041,67516.55,67415.69,100.86,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
157297,MCOU,XX,378,2017,77,20122,ATORVASTAT,13413,450,27334.39,27187.76,146.63,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
157298,MCOU,XX,378,2017,77,20123,ATORVASTAT,96171,3233,117170.63,116809.18,361.45,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
157299,MCOU,XX,378,2017,77,20124,ATORVASTAT,225356.94,7524,260830.4,259962.65,867.75,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
31190,FFSU,XX,378,2121,5,20122,ATORVASTAT,1124,44,1339.85,1296.12,43.73,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31191,FFSU,XX,378,2121,5,20123,ATORVASTAT,27910,983,41497.29,40305.68,1191.61,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31192,FFSU,XX,378,2121,5,20124,ATORVASTAT,60113,2062,61675.71,59632.43,2043.28,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31193,FFSU,XX,378,2121,77,20122,ATORVASTAT,4994,171,7450.23,7106.27,343.96,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31194,FFSU,XX,378,2121,77,20123,ATORVASTAT,92034,3101,102249.7,98122.66,4127.04,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31195,FFSU,XX,378,2121,77,20124,ATORVASTAT,236209.5,7544,242805.43,236584.41,6221.02,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157429,MCOU,XX,378,2121,5,20122,ATORVASTAT,2040,69,4775.06,4771.06,4,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
157430,MCOU,XX,378,2121,5,20123,ATORVASTAT,24860,838,28343.36,28244.06,99.3,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
157431,MCOU,XX,378,2121,5,20124,ATORVASTAT,53657,1866,58584.41,58447.62,136.79,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
157432,MCOU,XX,378,2121,77,20122,ATORVASTAT,11160,370,22785.41,22742.11,43.3,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
157433,MCOU,XX,378,2121,77,20123,ATORVASTAT,99462,3348,118603.9,118080.55,523.35,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
157434,MCOU,XX,378,2121,77,20124,ATORVASTAT,233343.94,7731,260014.37,258992.5,1021.87,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
31196,FFSU,XX,378,2122,5,20122,ATORVASTAT,180,6,108.3,106.3,2,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31197,FFSU,XX,378,2122,5,20123,ATORVASTAT,7213,243,12036.99,11757.17,279.82,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31198,FFSU,XX,378,2122,5,20124,ATORVASTAT,16071,516,18458.79,18122.62,336.17,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31199,FFSU,XX,378,2122,77,20122,ATORVASTAT,2021,74,2556.21,2457.89,98.32,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31200,FFSU,XX,378,2122,77,20123,ATORVASTAT,45498,1570,51468.67,49670.06,1798.61,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31201,FFSU,XX,378,2122,77,20124,ATORVASTAT,97961,3215,108264.51,105429.21,2835.3,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157435,MCOU,XX,378,2122,5,20122,ATORVASTAT,270,9,400.27,400.27,0,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
157436,MCOU,XX,378,2122,5,20123,ATORVASTAT,5636,197,6855.57,6841.57,14,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
157437,MCOU,XX,378,2122,5,20124,ATORVASTAT,18943.001,700,18225.06,18150.06,75,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
157438,MCOU,XX,378,2122,77,20122,ATORVASTAT,4080,144,8225.37,8178.62,46.75,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
157439,MCOU,XX,378,2122,77,20123,ATORVASTAT,40185,1395,47156.29,47044.11,112.18,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
157440,MCOU,XX,378,2122,77,20124,ATORVASTAT,91361.47,3162,98400.84,97924.43,476.41,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
9152,FFSU,XX,71,155,23,20121,LIPITOR 10,1225015,36011,4717966.84,4630559.15,87407.69,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
9153,FFSU,XX,71,155,23,20122,LIPITOR 10,776236,23744,3033036.82,2960548.24,72488.58,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
9154,FFSU,XX,71,155,23,20123,LIPITOR 10,449887,13143,1780324.3,1767741.92,12582.38,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
9155,FFSU,XX,71,155,23,20124,LIPITOR 10,257422,7359,1049318.85,1041861.17,7457.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
9156,FFSU,XX,71,155,34,20121,LIPITOR 10,13031,324,46694.04,45778.75,915.29,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
9157,FFSU,XX,71,155,34,20122,LIPITOR 10,8268,202,31763.24,31544.94,218.3,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
9158,FFSU,XX,71,155,34,20123,LIPITOR 10,5911,142,23420.25,23177.96,242.29,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
9159,FFSU,XX,71,155,34,20124,LIPITOR 10,6853,172,28132.46,27917.83,214.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
9160,FFSU,XX,71,155,40,20121,LIPITOR 10,4720,217,19685.27,19318.07,367.2,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
9161,FFSU,XX,71,155,40,20122,LIPITOR 10,3491.27,206,15005.93,14980.75,25.18,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
9162,FFSU,XX,71,155,40,20123,LIPITOR 10,2630.02,166,11201.47,10682.87,518.6,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
9163,FFSU,XX,71,155,40,20124,LIPITOR 10,2189.007,135,9436.52,9428.52,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
136259,MCOU,XX,71,155,23,20121,LIPITOR 10,124139.41,4066,467005.33,465870.54,1134.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
136260,MCOU,XX,71,155,23,20122,LIPITOR 10,85076,2671,323746.38,216734.95,107011.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
136261,MCOU,XX,71,155,23,20123,LIPITOR 10,38477,1249,129145.74,120295.05,8850.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
136262,MCOU,XX,71,155,23,20124,LIPITOR 10,16919,547,61559.57,58808.62,2750.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
136263,MCOU,XX,71,155,34,20121,LIPITOR 10,989.97,32,3580.74,3574.14,6.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
136264,MCOU,XX,71,155,34,20122,LIPITOR 10,1148,28,2804.4,2549.35,255.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
136265,MCOU,XX,71,155,34,20123,LIPITOR 10,74,3,301.26,120.57,180.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
136266,MCOU,XX,71,155,34,20124,LIPITOR 10,60,2,222.38,222.38,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
136267,MCOU,XX,71,155,40,20121,LIPITOR 10,129,11,14414.19,14414.19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
136268,MCOU,XX,71,155,40,20122,LIPITOR 10,518,22,7631.43,5524.53,2106.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
136269,MCOU,XX,71,155,40,20123,LIPITOR 10,85,22,4636.21,4619.56,16.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
136270,MCOU,XX,71,155,40,20124,LIPITOR 10,36,28,2017.17,2005.13,12.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
9164,FFSU,XX,71,156,23,20121,LIPITOR 20,1679758,49451,9164107.45,9030663.92,133443.53,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
9165,FFSU,XX,71,156,23,20122,LIPITOR 20,1216075.5,37277,6710637.57,6597592.34,113045.23,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
9166,FFSU,XX,71,156,23,20123,LIPITOR 20,626207,18273,3500026.33,3479956.25,20070.08,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
9167,FFSU,XX,71,156,23,20124,LIPITOR 20,340951,9489,1943214.77,1931977.04,11237.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
9168,FFSU,XX,71,156,40,20121,LIPITOR 20,5393,239,31652.61,30781.86,870.75,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
9169,FFSU,XX,71,156,40,20122,LIPITOR 20,5921,259,34738.96,34449.2,289.76,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
9170,FFSU,XX,71,156,40,20123,LIPITOR 20,4839,230,26793.59,26763.59,30,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
9171,FFSU,XX,71,156,40,20124,LIPITOR 20,3232,171,18861.06,18847.06,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
9172,FFSU,XX,71,156,94,20121,LIPITOR 20,8143,208,42475.67,41788.46,687.21,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
9173,FFSU,XX,71,156,94,20122,LIPITOR 20,6163,145,33460.57,32704.61,755.96,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
9174,FFSU,XX,71,156,94,20123,LIPITOR 20,6140,142,34757.31,34468.09,289.22,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
9175,FFSU,XX,71,156,94,20124,LIPITOR 20,271,9,1618.97,1614.97,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
136271,MCOU,XX,71,156,23,20121,LIPITOR 20,148263.41,4871,796007.7,793629.58,2378.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
